order_id,order_date,customer_id,product,category,quantity,price,region,revenue
500768,2023-10-27,C100813,Умные часы,Электроника,2,6104.76,Москва,12209.52
500182,2023-12-14,C100786,Плед,Дом и сад,2,1651.87,Новосибирск,3303.74
500668,2023-06-27,C100589,Органайзер,Дом и сад,1,925.6,Екатеринбург,925.6
500428,2023-10-06,C100586,Bluetooth-колонка,Электроника,1,3571.31,Санкт-Петербург,3571.31
500790,2023-07-02,C100582,Набор косметики,Красота,1,2561.81,Екатеринбург,2561.81
502792,2023-11-14,C100702,Наушники,Электроника,1,2722.43,Казань,2722.43
500808,2023-02-07,C100162,Велоперчатки,Спорт,1,986.94,Екатеринбург,986.94
501239,2023-09-30,C100592,Гантели,Спорт,1,2341.1,Новосибирск,2341.1
501546,2023-04-16,C100374,Bluetooth-колонка,Электроника,1,3401.11,Санкт-Петербург,3401.11
502729,2023-12-09,C100845,Набор кастрюль,Дом и сад,1,4212.7,Казань,4212.7
500547,2023-09-18,C100792,Набор кастрюль,Дом и сад,1,3800.7,Москва,3800.7
502312,2023-08-05,C100217,Умные часы,Электроника,1,6485.44,Санкт-Петербург,6485.44
501128,2023-07-08,C100808,Органайзер,Дом и сад,1,876.58,Екатеринбург,876.58
503437,2023-12-21,C100707,Настольная лампа,Дом и сад,2,1535.59,Екатеринбург,3071.18
503254,2023-11-11,C100708,Powerbank,Электроника,1,1978.72,Москва,1978.72
500585,2023-04-08,C100295,Powerbank,Электроника,1,1805.24,Новосибирск,1805.24
501210,2023-06-27,C100828,Наушники,Электроника,1,2635.94,Санкт-Петербург,2635.94
502941,2023-01-03,C100627,Коврик для йоги,Спорт,1,1286.74,Казань,1286.74
500688,2023-07-25,C100455,Крем для лица,Красота,1,1368.35,Москва,1368.35
502784,2023-02-16,C100419,Парфюм,Красота,2,4222.12,Казань,8444.24
502540,2023-10-22,C100345,Органайзер,Дом и сад,1,900.16,Екатеринбург,900.16
502290,2023-08-13,C100378,Bluetooth-колонка,Электроника,1,3484.38,Казань,3484.38
501876,2023-06-10,C100338,Набор кастрюль,Дом и сад,1,3912.5,Казань,3912.5
501168,2023-06-09,C100026,Bluetooth-колонка,Электроника,1,3595.76,Москва,3595.76
501964,2023-12-31,C100199,Шампунь,Красота,1,590.36,Новосибирск,590.36
502388,2023-12-21,C100089,Органайзер,Дом и сад,1,888.4,Екатеринбург,888.4
500096,2023-11-05,C100136,Массажер,Красота,1,3847.42,Казань,3847.42
501078,2023-11-04,C100118,Умные часы,Электроника,1,6845.92,Санкт-Петербург,6845.92
500728,2023-06-04,C100235,Рюкзак спортивный,Спорт,1,3132.11,Казань,3132.11
500591,2023-01-16,C100694,Бутылка для воды,Спорт,2,636.9,Казань,1273.8
501391,2023-06-21,C100387,Органайзер,Дом и сад,1,985.82,Новосибирск,985.82
500965,2023-12-10,C100072,Кроссовки,Одежда,1,5959.06,Казань,5959.06
502527,2023-01-13,C100215,Парфюм,Красота,1,4039.12,Санкт-Петербург,4039.12
501376,2023-08-12,C100321,Крем для лица,Красота,1,1313.01,Екатеринбург,1313.01
503021,2023-02-11,C100006,Парфюм,Красота,2,3923.18,Новосибирск,7846.36
501545,2023-03-28,C100590,Крем для лица,Красота,1,1356.29,Новосибирск,1356.29
500775,2023-03-18,C100616,Джинсы,Одежда,2,3390.34,Санкт-Петербург,6780.68
500441,2023-06-18,C100126,Умные часы,Электроника,1,6081.21,Москва,6081.21
500799,2023-10-18,C100622,Powerbank,Электроника,1,2004.89,Казань,2004.89
500370,2023-07-17,C100541,Шампунь,Красота,1,608.33,Москва,608.33
501147,2023-04-06,C100305,Коврик для йоги,Спорт,1,1290.45,Новосибирск,1290.45
502014,2023-07-04,C100076,Органайзер,Дом и сад,1,882.62,Новосибирск,882.62
503193,2023-09-23,C100777,Бутылка для воды,Спорт,1,631.66,Москва,631.66
500486,2023-02-20,C100163,Набор косметики,Красота,1,2664.24,Казань,2664.24
500597,2023-08-03,C100563,Бутылка для воды,Спорт,1,619.56,Москва,619.56
501299,2023-09-23,C100293,Шампунь,Красота,1,518.02,Казань,518.02
502512,2023-01-10,C100161,Настольная лампа,Дом и сад,1,1681.91,Москва,1681.91
500570,2023-06-09,C100738,Шампунь,Красота,1,506.89,Москва,506.89
502677,2023-04-25,C100080,Шапка,Одежда,1,787.71,Екатеринбург,787.71
500613,2023-08-25,C100524,Шапка,Одежда,1,761.63,Санкт-Петербург,761.63
503413,2023-12-14,C100541,Крем для лица,Красота,3,1123.96,Новосибирск,3371.88
500076,2023-11-16,C100693,Шампунь,Красота,1,547.28,Санкт-Петербург,547.28
502773,2023-12-28,C100759,Рюкзак спортивный,Спорт,1,3340.7,Санкт-Петербург,3340.7
502764,2023-07-10,C100241,Настольная лампа,Дом и сад,1,1477.59,Новосибирск,1477.59
500921,2023-01-28,C100841,Органайзер,Дом и сад,1,913.91,Москва,913.91
500638,2023-11-16,C100453,Набор косметики,Красота,1,2612.05,Москва,2612.05
502320,2023-06-03,C100429,Кроссовки,Одежда,1,5615.08,Новосибирск,5615.08
503026,2023-12-27,C100161,Парфюм,Красота,1,3937.44,Москва,3937.44
500451,2023-07-28,C100233,Крем для лица,Красота,2,1180.98,Новосибирск,2361.96
500758,2023-02-12,C100054,Шампунь,Красота,1,616.68,Екатеринбург,616.68
500563,2023-04-13,C100483,Гантели,Спорт,1,2041.76,Москва,2041.76
502390,2023-04-05,C100362,Джинсы,Одежда,1,3618.03,Казань,3618.03
502379,2023-01-17,C100779,Джинсы,Одежда,2,3501.12,Казань,7002.24
500362,2023-04-14,C100538,Кроссовки,Одежда,1,4689.55,Москва,4689.55
501076,2023-12-23,C100504,Умные часы,Электроника,2,6738.87,Санкт-Петербург,13477.74
501442,2023-11-01,C100818,Powerbank,Электроника,1,1877.99,Москва,1877.99
500376,2023-08-11,C100570,Шапка,Одежда,1,662.01,Москва,662.01
502441,2023-01-16,C100610,Шапка,Одежда,1,645.47,Москва,645.47
502237,2023-11-10,C100420,Шампунь,Красота,2,520.5,Новосибирск,1041.0
501741,2023-06-11,C100600,Велоперчатки,Спорт,1,924.31,Казань,924.31
500540,2023-10-27,C100704,Коврик для йоги,Спорт,1,1402.84,Москва,1402.84
502968,2023-07-02,C100179,Массажер,Красота,1,4413.99,Казань,4413.99
502381,2023-07-19,C100538,Набор кастрюль,Дом и сад,1,4235.52,Казань,4235.52
500659,2023-05-16,C100539,Велоперчатки,Спорт,1,902.99,Санкт-Петербург,902.99
501715,2023-11-13,C100393,Рюкзак спортивный,Спорт,2,3744.07,Санкт-Петербург,7488.14
500446,2023-03-21,C100316,Рюкзак спортивный,Спорт,1,3890.88,,3890.88
503452,2023-11-06,C100562,Органайзер,Дом и сад,1,1029.47,Казань,1029.47
502153,2023-07-09,C100582,Органайзер,Дом и сад,1,856.52,Москва,856.52
500434,2023-03-29,C100417,Коврик для йоги,Спорт,1,1235.22,Москва,1235.22
500416,2023-11-30,C100000,Джинсы,Одежда,1,2936.39,Новосибирск,2936.39
502480,2023-08-12,C100749,Постельное белье,Дом и сад,2,2180.05,Новосибирск,4360.1
502889,2023-10-28,C100131,Рюкзак спортивный,Спорт,1,3426.99,Москва,3426.99
501230,2023-11-24,C100179,Рюкзак спортивный,Спорт,1,3855.68,Новосибирск,3855.68
503379,2023-11-18,C100116,Коврик для йоги,Спорт,1,1313.74,Санкт-Петербург,1313.74
501636,2023-11-30,C100693,Смартфон-чехол,Электроника,1,864.97,Москва,864.97
501096,2023-06-26,C100757,Шапка,Одежда,1,744.68,Москва,744.68
500641,2023-12-15,C100500,Настольная лампа,Дом и сад,1,1688.92,Екатеринбург,1688.92
501904,2023-01-27,C100734,Рюкзак спортивный,Спорт,1,3842.94,Санкт-Петербург,3842.94
500982,2023-06-18,C100807,Джинсы,Одежда,1,3165.04,Москва,3165.04
500899,2023-07-27,C100156,Крем для лица,Красота,1,1249.45,Новосибирск,1249.45
501293,2023-05-25,C100011,Массажер,Красота,1,4672.46,Санкт-Петербург,4672.46
503332,2023-12-01,C100378,Органайзер,Дом и сад,1,907.83,Москва,907.83
501816,2023-10-18,C100498,Органайзер,Дом и сад,2,840.07,Москва,1680.14
503142,2023-06-25,C100437,Bluetooth-колонка,Электроника,1,3203.51,Екатеринбург,3203.51
503102,2023-11-25,C100780,Футболка,Одежда,1,1030.75,Екатеринбург,1030.75
500984,2023-07-10,C100195,Джинсы,Одежда,1,3088.65,Екатеринбург,3088.65
503417,2023-11-12,C100553,Смартфон-чехол,Электроника,2,747.43,Екатеринбург,1494.86
502099,2023-10-09,C100182,Велоперчатки,Спорт,1,974.66,Москва,974.66
502572,2023-01-16,C100001,Коврик для йоги,Спорт,1,1443.93,Новосибирск,1443.93
500401,2023-11-06,C100214,Велоперчатки,Спорт,1,957.28,Екатеринбург,957.28
502691,2023-05-06,C100590,Набор косметики,Красота,2,2900.8,Санкт-Петербург,5801.6
500803,2023-08-27,C100571,Bluetooth-колонка,Электроника,1,3590.8,Москва,3590.8
500565,2023-07-06,C100219,Рюкзак спортивный,Спорт,3,3555.97,Москва,10667.91
500639,2023-12-14,C100759,Смартфон-чехол,Электроника,1,859.21,Новосибирск,859.21
500601,2023-03-15,C100394,Рюкзак спортивный,Спорт,1,3169.05,Новосибирск,3169.05
501623,2023-12-27,C100828,Powerbank,Электроника,1,1927.75,Москва,1927.75
501158,2023-11-12,C100702,Powerbank,Электроника,1,1785.02,Казань,1785.02
503134,2023-12-31,C100817,Джинсы,Одежда,1,3387.49,Москва,3387.49
501654,2023-12-02,C100022,Шампунь,Красота,1,624.4,Екатеринбург,624.4
501796,2023-10-10,C100336,Куртка,Одежда,2,7543.69,Москва,15087.38
500122,2023-10-09,C100572,Шампунь,Красота,1,525.52,Екатеринбург,525.52
503131,2023-09-03,C100233,Парфюм,Красота,1,3904.58,Казань,3904.58
501783,2023-05-19,C100606,Постельное белье,Дом и сад,1,2022.14,Москва,2022.14
500415,2023-05-28,C100230,Смартфон-чехол,Электроника,3,774.98,Екатеринбург,2324.94
501011,2023-05-12,C100654,Набор кастрюль,Дом и сад,1,4021.72,Санкт-Петербург,4021.72
502034,2023-03-25,C100294,Powerbank,Электроника,1,1876.25,Москва,1876.25
500207,2023-12-21,C100692,Рюкзак спортивный,Спорт,1,3542.04,Новосибирск,3542.04
500747,2023-06-02,C100254,Набор кастрюль,Дом и сад,1,4491.22,Москва,4491.22
503450,2023-11-26,C100292,Powerbank,Электроника,1,1806.49,Москва,1806.49
501972,2023-04-06,C100594,Парфюм,Красота,1,3675.53,Москва,3675.53
500503,2023-07-04,C100173,Постельное белье,Дом и сад,1,2064.72,Казань,2064.72
500849,2023-07-02,C100712,Умные часы,Электроника,1,7213.65,Новосибирск,7213.65
500940,2023-07-26,C100622,Футболка,Одежда,1,923.34,Новосибирск,923.34
501906,2023-07-08,C100070,Органайзер,Дом и сад,1,926.56,Казань,926.56
500035,2023-01-09,C100678,Постельное белье,Дом и сад,1,2352.85,Новосибирск,2352.85
501436,2023-01-22,C100151,Powerbank,Электроника,2,2002.37,Новосибирск,4004.74
501115,2023-11-01,C100831,Шапка,Одежда,1,666.63,Новосибирск,666.63
501528,2023-12-04,C100296,Постельное белье,Дом и сад,1,2085.97,Казань,2085.97
501321,2023-02-24,C100592,Умные часы,Электроника,2,6055.62,Москва,12111.24
501947,2023-05-25,C100296,Настольная лампа,Дом и сад,1,1587.51,Санкт-Петербург,1587.51
500187,2023-02-23,C100229,Bluetooth-колонка,Электроника,1,3530.01,Санкт-Петербург,3530.01
503259,2023-12-06,C100377,Гантели,Спорт,1,2346.15,Новосибирск,2346.15
503188,2023-08-05,C100833,Органайзер,Дом и сад,1,990.78,Москва,990.78
501278,2023-08-17,C100731,Постельное белье,Дом и сад,1,2002.31,Новосибирск,2002.31
501304,2023-03-05,C100133,Смартфон-чехол,Электроника,1,896.41,Санкт-Петербург,896.41
501810,2023-05-07,C100737,Куртка,Одежда,1,6808.09,Москва,6808.09
500245,2023-04-15,C100047,Органайзер,Дом и сад,1,905.31,Москва,905.31
501707,2023-10-26,C100564,Набор косметики,Красота,2,2417.94,Санкт-Петербург,4835.88
502269,2023-04-09,C100707,Парфюм,Красота,1,4338.48,Москва,4338.48
503219,2023-12-22,C100625,Гантели,Спорт,2,2309.68,Санкт-Петербург,4619.36
500978,2023-08-14,C100763,Органайзер,Дом и сад,1,917.79,Екатеринбург,917.79
501451,2023-12-24,C100227,Органайзер,Дом и сад,1,991.06,,991.06
500126,2023-12-10,C100819,Наушники,Электроника,1,2845.75,Екатеринбург,2845.75
500532,2023-09-03,C100198,Шапка,Одежда,1,682.44,Санкт-Петербург,682.44
500719,2023-04-20,C100205,Коврик для йоги,Спорт,1,1452.76,Москва,1452.76
502975,2023-12-11,C100396,Наушники,Электроника,1,2422.76,Москва,2422.76
501079,2023-05-13,C100168,Умные часы,Электроника,1,6604.16,Новосибирск,6604.16
500801,2023-06-21,C100376,Футболка,Одежда,1,820.22,Москва,820.22
500708,2023-06-23,C100005,Bluetooth-колонка,Электроника,1,3488.06,Новосибирск,3488.06
502615,2023-07-01,C100327,Бутылка для воды,Спорт,1,572.29,Екатеринбург,572.29
501016,2023-01-14,C100266,Крем для лица,Красота,1,1345.26,Москва,1345.26
500197,2023-05-19,C100766,Bluetooth-колонка,Электроника,2,3505.83,Москва,7011.66
503161,2023-10-19,C100609,Коврик для йоги,Спорт,1,1264.46,Москва,1264.46
501786,2023-12-28,C100152,Плед,Дом и сад,1,1864.3,Москва,1864.3
500512,2023-12-29,C100046,Футболка,Одежда,2,811.68,Санкт-Петербург,1623.36
500431,2023-08-17,C100300,Футболка,Одежда,2,950.14,Москва,1900.28
501853,2023-06-12,C100692,Плед,Дом и сад,2,1916.04,Санкт-Петербург,3832.08
501574,2023-03-01,C100011,Органайзер,Дом и сад,3,983.71,Казань,2951.13
502855,2023-04-25,C100811,Крем для лица,Красота,1,1254.77,Новосибирск,1254.77
502264,2023-11-20,C100235,Органайзер,Дом и сад,2,908.99,Новосибирск,1817.98
500922,2023-12-18,C100675,Плед,Дом и сад,2,1873.84,Москва,3747.68
503044,2023-12-28,C100831,Шампунь,Красота,1,495.79,Новосибирск,495.79
501207,2023-04-12,C100218,Кроссовки,Одежда,1,5043.18,Казань,5043.18
501893,2023-09-21,C100848,Бутылка для воды,Спорт,2,636.48,Санкт-Петербург,1272.96
502177,2023-08-21,C100077,Bluetooth-колонка,Электроника,1,3325.08,Санкт-Петербург,3325.08
503067,2023-09-30,C100702,Набор кастрюль,Дом и сад,1,4829.5,Москва,4829.5
500663,2023-07-13,C100693,Джинсы,Одежда,2,3470.05,Екатеринбург,6940.1
502974,2023-10-31,C100209,Крем для лица,Красота,1,1250.5,Новосибирск,1250.5
501258,2023-05-16,C100241,Набор кастрюль,Дом и сад,1,4405.32,Новосибирск,4405.32
500842,2023-05-07,C100516,Powerbank,Электроника,2,1917.24,Екатеринбург,3834.48
501087,2023-05-22,C100702,Шапка,Одежда,1,662.83,Санкт-Петербург,662.83
502282,2023-06-01,C100418,Смартфон-чехол,Электроника,1,858.91,Санкт-Петербург,858.91
503128,2023-08-31,C100589,Массажер,Красота,2,4432.67,Санкт-Петербург,8865.34
500802,2023-02-16,C100749,Джинсы,Одежда,1,3485.9,Екатеринбург,3485.9
502636,2023-07-25,C100731,Футболка,Одежда,1,949.1,Москва,949.1
500740,2023-01-21,C100352,Умные часы,Электроника,1,7444.09,Санкт-Петербург,7444.09
500700,2023-08-24,C100457,Набор косметики,Красота,1,2590.61,Казань,2590.61
501141,2023-02-24,C100497,Наушники,Электроника,1,2808.36,Санкт-Петербург,2808.36
502339,2023-04-09,C100637,Гантели,Спорт,1,2181.85,Новосибирск,2181.85
502461,2023-03-24,C100225,Массажер,Красота,1,3777.94,Казань,3777.94
501515,2023-09-28,C100378,Смартфон-чехол,Электроника,1,814.26,Казань,814.26
501679,2023-06-25,C100054,Куртка,Одежда,1,6574.94,Новосибирск,6574.94
500528,2023-06-05,C100637,Массажер,Красота,1,3866.05,Казань,3866.05
502163,2023-03-26,C100828,Плед,Дом и сад,2,1807.54,Новосибирск,3615.08
503080,2023-07-16,C100312,Кроссовки,Одежда,2,5866.36,Новосибирск,11732.72
501538,2023-06-20,C100341,Рюкзак спортивный,Спорт,1,3184.5,Санкт-Петербург,3184.5
503434,2023-12-08,C100001,Крем для лица,Красота,1,1094.55,Санкт-Петербург,1094.55
503287,2023-12-21,C100568,Бутылка для воды,Спорт,1,655.1,Москва,655.1
500326,2023-05-05,C100487,Шапка,Одежда,1,681.63,Москва,681.63
500319,2023-09-22,C100598,Набор кастрюль,Дом и сад,1,4608.6,Казань,4608.6
502847,2023-08-14,C100410,Коврик для йоги,Спорт,1,1308.49,Новосибирск,1308.49
501490,2023-12-29,C100516,Массажер,Красота,1,3899.79,Москва,3899.79
502188,2023-11-06,C100624,Набор кастрюль,Дом и сад,1,4624.08,Москва,4624.08
502674,2023-12-31,C100378,Умные часы,Электроника,1,6715.92,Москва,6715.92
501430,2023-04-19,C100812,Рюкзак спортивный,Спорт,1,3202.76,Екатеринбург,3202.76
501432,2023-03-03,C100209,Кроссовки,Одежда,2,5705.73,Санкт-Петербург,11411.46
501559,2023-04-11,C100258,Коврик для йоги,Спорт,1,1307.91,Екатеринбург,1307.91
502589,2023-10-04,C100702,Джинсы,Одежда,1,2992.53,Санкт-Петербург,2992.53
502574,2023-06-13,C100471,Куртка,Одежда,3,6475.61,Москва,19426.83
501182,2023-08-27,C100101,Настольная лампа,Дом и сад,1,1536.26,Москва,1536.26
501287,2023-02-06,C100693,Плед,Дом и сад,1,1631.54,Санкт-Петербург,1631.54
501760,2023-10-24,C100818,Набор кастрюль,Дом и сад,1,4115.04,Москва,4115.04
501245,2023-03-12,C100330,Умные часы,Электроника,1,6645.77,,6645.77
502453,2023-09-05,C100435,Умные часы,Электроника,1,6295.42,Санкт-Петербург,6295.42
501585,2023-04-01,C100354,Набор косметики,Красота,1,2626.38,Казань,2626.38
500188,2023-03-01,C100444,Крем для лица,Красота,1,1277.65,Москва,1277.65
500341,2023-04-22,C100835,Набор косметики,Красота,1,2701.11,Новосибирск,2701.11
501542,2023-03-09,C100191,Кроссовки,Одежда,1,5814.95,Москва,5814.95
503376,2023-12-26,C100757,Джинсы,Одежда,1,3190.71,Казань,3190.71
503230,2023-12-29,C100545,Набор косметики,Красота,1,2828.8,Новосибирск,2828.8
501322,2023-01-26,C100109,Коврик для йоги,Спорт,1,1321.68,Москва,1321.68
500856,2023-07-25,C100657,Умные часы,Электроника,1,5877.34,Казань,5877.34
500513,2023-01-09,C100173,Органайзер,Дом и сад,2,854.59,Казань,1709.18
500445,2023-04-15,C100418,Джинсы,Одежда,1,3414.87,Санкт-Петербург,3414.87
503166,2023-08-10,C100186,Наушники,Электроника,1,2707.47,Санкт-Петербург,2707.47
502231,2023-07-17,C100275,Гантели,Спорт,1,2317.99,Казань,2317.99
503033,2023-11-07,C100136,Плед,Дом и сад,1,1812.68,Казань,1812.68
500132,2023-02-06,C100092,Массажер,Красота,2,4127.47,Москва,8254.94
501831,2023-11-18,C100831,Bluetooth-колонка,Электроника,1,3120.97,Санкт-Петербург,3120.97
500667,2023-05-16,C100702,Парфюм,Красота,1,4110.56,Москва,4110.56
501117,2023-02-01,C100275,Массажер,Красота,1,4293.37,Екатеринбург,4293.37
502831,2023-04-11,C100462,Набор кастрюль,Дом и сад,1,4513.57,Москва,4513.57
502139,2023-01-31,C100273,Смартфон-чехол,Электроника,-1,845.81,Санкт-Петербург,845.81
501103,2023-03-13,C100809,Набор косметики,Красота,2,2471.29,Новосибирск,4942.58
502247,2023-07-06,C100410,Крем для лица,Красота,1,1311.93,Казань,1311.93
501601,2023-02-14,C100381,Постельное белье,Дом и сад,1,1925.07,Москва,1925.07
502032,2023-06-12,C100814,Умные часы,Электроника,1,6394.0,Санкт-Петербург,6394.0
501083,2023-12-03,C100197,Наушники,Электроника,1,2474.82,Екатеринбург,2474.82
500741,2023-07-11,C100330,Парфюм,Красота,1,4361.09,Санкт-Петербург,4361.09
502130,2023-03-31,C100347,Рюкзак спортивный,Спорт,1,3216.81,Казань,3216.81
501668,2023-05-31,C100272,Массажер,Красота,1,4088.59,Екатеринбург,4088.59
500297,2023-04-12,C100809,Наушники,Электроника,3,2620.84,Москва,7862.52
502742,2023-05-21,C100412,Bluetooth-колонка,Электроника,1,3618.22,Москва,3618.22
501782,2023-02-13,C100402,Смартфон-чехол,Электроника,1,849.75,Санкт-Петербург,849.75
500080,2023-12-26,C100013,Набор кастрюль,Дом и сад,1,4432.53,Москва,4432.53
501540,2023-03-15,C100757,Наушники,Электроника,1,2564.83,Москва,2564.83
502560,2023-10-19,C100063,Наушники,Электроника,1,2449.08,Новосибирск,2449.08
500718,2023-03-13,C100142,Bluetooth-колонка,Электроника,1,3388.09,Санкт-Петербург,3388.09
500421,2023-12-08,C100072,Шапка,Одежда,2,663.36,Санкт-Петербург,1326.72
502640,2023-01-22,C100553,Коврик для йоги,Спорт,1,1436.98,Санкт-Петербург,1436.98
501396,2023-07-27,C100680,Постельное белье,Дом и сад,1,2384.65,Новосибирск,2384.65
503222,2023-11-08,C100775,Плед,Дом и сад,2,1835.87,Казань,3671.74
500525,2023-04-19,C100563,Bluetooth-колонка,Электроника,1,3324.49,Екатеринбург,3324.49
503272,2023-12-03,C100287,Смартфон-чехол,Электроника,1,723.12,Москва,723.12
500620,2023-03-06,C100432,Шапка,Одежда,1,655.91,Казань,655.91
502368,2023-06-23,C100692,Коврик для йоги,Спорт,1,1181.36,Санкт-Петербург,1181.36
502935,2023-09-12,C100338,Рюкзак спортивный,Спорт,2,3855.43,Москва,7710.86
500378,2023-04-04,C100572,Набор косметики,Красота,1,2497.81,Казань,2497.81
501512,2023-05-30,C100615,Органайзер,Дом и сад,1,939.79,Москва,939.79
500524,2023-04-27,C100318,Коврик для йоги,Спорт,1,1303.97,Санкт-Петербург,1303.97
500733,2023-08-26,C100174,Постельное белье,Дом и сад,2,2019.63,Москва,4039.26
500583,2023-01-24,C100174,Постельное белье,Дом и сад,1,2299.03,Санкт-Петербург,2299.03
501227,2023-01-07,C100630,Кроссовки,Одежда,1,5224.61,Москва,5224.61
500181,2023-03-08,C100778,Настольная лампа,Дом и сад,1,1509.13,Санкт-Петербург,1509.13
502318,2023-05-06,C100637,Гантели,Спорт,1,2064.17,Санкт-Петербург,2064.17
502807,2023-09-16,C100191,Куртка,Одежда,1,7469.67,Новосибирск,7469.67
501059,2023-04-16,C100343,Кроссовки,Одежда,1,4685.02,Казань,4685.02
503282,2023-12-29,C100750,Набор кастрюль,Дом и сад,1,4752.73,Москва,4752.73
501527,2023-03-30,C100809,Рюкзак спортивный,Спорт,1,3301.87,Казань,3301.87
502467,2023-09-08,C100002,Набор косметики,Красота,1,2815.94,Новосибирск,2815.94
500633,2023-03-07,C100608,Гантели,Спорт,1,2347.78,Москва,2347.78
500071,2023-02-19,C100199,Бутылка для воды,Спорт,1,650.86,Екатеринбург,650.86
501941,2023-12-19,C100757,Bluetooth-колонка,Электроника,1,3146.07,Санкт-Петербург,3146.07
500201,2023-01-01,C100775,Настольная лампа,Дом и сад,2,1512.13,Казань,3024.26
502686,2023-02-11,C100711,Настольная лампа,Дом и сад,1,1401.58,Казань,1401.58
502926,2023-11-13,C100735,Шапка,Одежда,1,679.19,Казань,679.19
501091,2023-03-20,C100387,Bluetooth-колонка,Электроника,1,3035.02,Москва,3035.02
500665,2023-12-06,C100775,Рюкзак спортивный,Спорт,1,3591.64,Новосибирск,3591.64
501154,2023-10-20,C100842,Шампунь,Красота,2,503.13,Санкт-Петербург,1006.26
502577,2023-12-21,C100279,Наушники,Электроника,1,2500.53,Новосибирск,2500.53
503340,2023-12-17,C100671,Парфюм,Красота,1,4106.56,Екатеринбург,4106.56
503368,2023-12-04,C100142,Органайзер,Дом и сад,1,980.77,Новосибирск,980.77
